Link,Title,Ingredients
//www.foodnetwork.com/recipes/aioli-recipe-1951838,Aioli,"['eel', 'garlic', 'salt', 'egg', 'lemon', 'olive oil', 'oil', 'olive', 'olive oil', 'oil', 'olive', 'pepper']"
//www.foodnetwork.com/recipes/food-network-kitchen/aioli-with-roasted-vegetables-recipe-2012932,Aioli With Roasted Vegetables,"['garlic', 'salt', 'egg', 'olive oil', 'seed', 'grapes', 'oil', 'olive']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-acorn-squash-with-brown-butter-9335917,Air Fryer Acorn Squash with Brown Butter,"['seed', 'corn', 'olive oil', 'oil', 'olive', 'pepper', 'salt', 'butter', 'salt']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-arancini-8351211,Air Fryer Arancini,"['olive oil', 'oil', 'olive', 'shallot', 'garlic', 'rice', 'white wine', 'chicken', 'pepper', 'salt', 'bread', 'cheese', 'milk', 'spray', 'sauce']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-baked-brie-with-pesto-sundried-tomatoes-and-artichoke-hearts-11241232,"Air Fryer Baked Brie with Pesto, Sundried Tomatoes and Artichoke Hearts","['olive oil', 'oil', 'olive', 'pepper', 'salt', 'tomato', 'basil', 'egg', 'flour', 'eel', 'pepper']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-baked-potatoes-8650977,Air Fryer Baked Potatoes,"['potato', 'olive oil', 'oil', 'olive', 'pepper', 'salt', 'sour cream']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-banana-bread-5277841,Air Fryer Banana Bread,"['spray', 'flour', 'flour', 'salt', 'baking soda', 'banana', 'sugar', 'vegetable oil', 'oil', 'yogurt', 'vanilla', 'egg', 'sugar']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-beignets-8840177,Air Fryer Beignets,"['dough', 'flour', 'sugar', 'yeast', 'salt', 'egg', 'milk', 'butter', 'salt', 'vanilla', 'spray']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-biscuit-egg-sandwiches-11284868,Air Fryer Biscuit Egg Sandwiches,"['spray', 'egg', 'salt', 'ham', 'dough', 'sauce']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-bread-7262815,Air Fryer Bread,"['butter', 'salt', 'yeast', 'sugar', 'salt', 'flour']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-breakfast-tacos-11284899,Air Fryer Breakfast Tacos,"['spray', 'egg', 'salt', 'corn', 'cheese', 'mayonnaise', 'sauce', 'seed', 'tomato', 'avocado']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-brussels-sprouts-5565493,Air Fryer Brussels Sprouts,"['olive oil', 'oil', 'olive', 'salt', 'lemon']"
//www.foodnetwork.com/recipes/katie-lee/air-fryer-brussels-sprouts-with-teriyaki-sauce-7493307,Air Fryer Brussels Sprouts with Teriyaki Sauce,"['olive oil', 'oil', 'olive', 'onion', 'pepper', 'salt', 'sauce', 'ginger', 'rice', 'vinegar', 'garlic']"
//www.foodnetwork.com/recipes/food-network-kitchen/buffalo-chicken-wings-9596264,Air Fryer Buffalo Chicken Wings,"['chicken', 'vegetable oil', 'oil', 'pepper', 'salt', 'butter', 'salt', 'sauce', 'cheese', 'celery']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-chicken-tenders-5463231,Air Fryer Chicken Tenders,"['butter', 'milk', 'sauce', 'chicken', 'olive oil', 'oil', 'olive', 'salt', 'mayonnaise', 'mustard', 'honey', 'mustard']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-chicken-thighs-with-salsa-verde-and-lemony-kale-salad-9822450,Air Fryer Chicken Thighs with Salsa Verde and Lemony Kale Salad,"['lemon', 'mustard', 'pepper', 'pepper', 'salt', 'olive oil', 'oil', 'olive', 'chicken', 'lemon', 'pepper', 'salt', 'olive oil', 'oil', 'olive', 'oil', 'garlic', 'salt', 'olive oil', 'oil', 'olive', 'red wine', 'vinegar', 'lemon', 'basil']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-chicken-wings-5565422,Air Fryer Chicken Wings,"['spray', 'chicken', 'salt', 'butter', 'salt', 'sauce', 'cheese']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-chili-garlic-tofu-with-green-beans-9586555,Air Fryer Chili-Garlic Tofu with Green Beans,"['olive oil', 'oil', 'olive', 'pepper', 'salt', 'beans', 'sauce', 'soy sauce', 'rice', 'vinegar', 'sugar', 'spice', 'garlic', 'corn', 'garlic']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-chocolate-chip-cookies-8621438,Air Fryer Chocolate Chip Cookies,"['flour', 'baking soda', 'salt', 'sugar', 'sugar', 'butter', 'salt', 'egg', 'vanilla', 'chocolate']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-coconut-shrimp-8059280,Air Fryer Coconut Shrimp,"['spray', 'eel', 'shrimp', 'pepper', 'salt', 'coconut', 'bread', 'flour', 'egg', 'sauce']"
//www.foodnetwork.com/recipes/air-fryer-coconut-caramel-peanut-butter-smores-9960361,"Air Fryer Coconut, Caramel, Peanut Butter S�mores","['ham', 'honey', 'coconut', 'chocolate', 'milk', 'butter', 'peanut', 'peanut butter', 'sauce']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-crab-cakes-with-chipotle-sauce-9429207,Air Fryer Crab Cakes with Chipotle Sauce,"['egg', 'mayonnaise', 'pepper', 'lemon', 'mustard', 'pepper', 'salt', 'crab', 'bread', 'spray', 'crab', 'lemon', 'mayonnaise', 'sour cream', 'sauce', 'lemon', 'pepper', 'salt']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-croutons-11473929,Air Fryer Croutons,"['dough', 'bread', 'olive oil', 'oil', 'olive', 'oregano', 'garlic', 'pepper', 'salt']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-eggplant-parm-9887543,Air Fryer Eggplant Parm,"['flour', 'pepper', 'salt', 'egg', 'bread', 'garlic', 'egg', 'eel', 'eggplant', 'sauce', 'tomato', 'basil', 'olive oil', 'oil', 'olive']"
//www.foodnetwork.com/recipes/air-fryer-elvis-smores-9960410,Air Fryer Elvis S�mores,"['bacon', 'ham', 'honey', 'chocolate', 'milk', 'butter', 'peanut', 'peanut butter', 'banana']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-fish-sticks-9463682,Air Fryer Fish Sticks,"['spray', 'pepper', 'salt', 'flour', 'egg', 'bread', 'lemon', 'sauce']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-french-fries-7217365,Air Fryer French Fries,"['spray', 'eel', 'potato', 'olive oil', 'oil', 'olive', 'pepper', 'salt']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-fried-chicken-8824241,Air Fryer Fried Chicken,"['butter', 'milk', 'eel', 'garlic', 'pepper', 'salt', 'chicken', 'chicken', 'flour', 'garlic', 'onion', 'olive oil', 'spray', 'oil', 'olive']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-fried-oreos-8824649,Air Fryer Fried Oreos,"['egg', 'milk', 'vanilla', 'sugar', 'spray', 'chocolate', 'sugar']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-fried-pickles-5463233,Air Fryer Fried Pickles,"['pickle', 'flour', 'pepper', 'butter', 'milk', 'sauce', 'salt', 'olive oil', 'oil', 'olive', 'mayonnaise']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-fried-rice-with-sesame-sriracha-sauce-5277890,Air Fryer Fried Rice with Sesame-Sriracha Sauce,"['rice', 'vegetable oil', 'oil', 'oil', 'pepper', 'salt', 'sauce', 'soy sauce', 'seed', 'egg', 'carrot']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-fried-shrimp-8059268,Air Fryer Fried Shrimp,"['spray', 'eel', 'shrimp', 'pepper', 'salt', 'flour', 'egg', 'bread', 'mayonnaise', 'pickle', 'mustard', 'sauce']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-frozen-chicken-breast-1-7217351,Air Fryer Frozen Chicken Breast,"['spray', 'chicken', 'olive oil', 'oil', 'olive', 'pepper', 'salt']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-gnocchi-and-squash-with-brown-butter-and-sage-9541255,Air Fryer Gnocchi and Squash with Brown Butter and Sage,"['salt', 'olive oil', 'oil', 'olive', 'pepper', 'butter', 'salt', 'walnut']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-green-beans-with-gremolata-and-toasted-almonds-8899319,Air Fryer Green Beans with Gremolata and Toasted Almonds,"['beans', 'olive oil', 'oil', 'olive', 'pepper', 'salt', 'garlic', 'lemon', 'almond']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-hard-boiled-eggs-5463232,Air Fryer Hard-Boiled Eggs,['egg']
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-hash-brown-egg-bites-11284838,Air Fryer Hash Brown Egg Bites,"['spray', 'egg', 'salt', 'pepper']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-juicy-lucy-mushroom-burgers-11333715,Air Fryer Juicy Lucy Mushroom Burgers,"['mushroom', 'olive oil', 'oil', 'olive', 'pepper', 'salt', 'cheese', 'cheese', 'garlic', 'onion', 'flour', 'egg', 'olive oil', 'spray', 'oil', 'olive', 'mayonnaise', 'sauce', 'lettuce', 'tomato']"
//www.foodnetwork.com/recipes/food-network-kitchen/mini-quiches-9596362,Air Fryer Mini Quiches,"['spray', 'pepper', 'cheese', 'egg', 'pepper', 'salt']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-mini-swedish-meatballs-5565421,Air Fryer Mini Swedish Meatballs,"['bread', 'milk', 'beef', 'pork', 'onion', 'spice', 'egg', 'pepper', 'salt', 'spray']"
//www.foodnetwork.com/recipes/food-network-kitchen/mozzarella-sticks-9596280,Air Fryer Mozzarella Sticks,"['flour', 'egg', 'bread', 'salt', 'cheese', 'spray', 'sauce']"
//www.foodnetwork.com/recipes/food-network-kitchen/parmesan-brussels-sprouts-9596270,Air Fryer Parmesan Brussels Sprouts,"['olive oil', 'oil', 'olive', 'pepper', 'salt']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-pork-chops-5463246,Air Fryer Pork Chops,"['flour', 'egg', 'mustard', 'pepper', 'salt', 'corn', 'garlic', 'onion', 'pork']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-potato-chips-8351024,Air Fryer Potato Chips,"['potato', 'olive oil', 'oil', 'olive', 'pepper', 'salt']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-rack-of-lamb-with-roasted-garlic-aioli-9429140,Air Fryer Rack of Lamb with Roasted Garlic Aioli,"['lamb', 'olive oil', 'oil', 'olive', 'pepper', 'salt', 'bread', 'garlic', 'thyme', 'spray', 'lamb', 'eel', 'garlic', 'olive oil', 'oil', 'olive', 'mayonnaise', 'lemon', 'sauce', 'pepper', 'salt']"
//www.foodnetwork.com/recipes/food-network-kitchen/ranch-chickpeas-9596329,Air Fryer Ranch Chickpeas,"['olive oil', 'oil', 'olive', 'salt']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-ranch-mozzarella-sticks-7579613,Air Fryer Ranch Mozzarella Sticks,"['bread', 'pepper', 'egg', 'cheese', 'spray', 'sauce']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-ribs-with-collard-greens-11261176,Air Fryer Ribs with Collard Greens,"['lime', 'olive oil', 'oil', 'olive', 'onion', 'celery', 'carrot', 'garlic', 'pepper', 'salt', 'apple', 'vinegar', 'sugar', 'sauce']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-roast-chicken-7217364,Air Fryer Roast Chicken,"['spray', 'chicken', 'olive oil', 'oil', 'olive', 'pepper', 'salt', 'thyme', 'garlic', 'lemon']"
//www.foodnetwork.com/recipes/air-fryer-salty-chocolate-chip-cookie-smores-9960358,Air Fryer Salty Chocolate Chip Cookie S�mores,"['chocolate', 'chocolate', 'milk', 'butter', 'potato']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-sausage-stuffing-8899324,Air Fryer Sausage Stuffing,"['bread', 'butter', 'salt', 'sausage', 'celery', 'garlic', 'shallot', 'thyme', 'pepper', 'salt', 'chicken', 'egg']"
//www.foodnetwork.com/recipes/air-fryer-shrimp-chimichangas-9870770,Air Fryer Shrimp Chimichangas,"['shrimp', 'corn', 'rice', 'salt', 'lime', 'flour', 'beans', 'cheese', 'olive oil', 'oil', 'olive', ':', 'sour cream', 'lime', 'avocado', 'lettuce']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-spareribs-8325872,Air Fryer Spareribs,"['pepper', 'salt', 'pork', 'apple', 'vinegar', 'vinegar', 'sugar', 'sauce', 'sauce']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-spinach-pepper-and-havarti-frittata-8824648,"Air Fryer Spinach, Pepper and Havarti Frittata","['spray', 'egg', 'pepper', 'salt', 'spinach', 'pepper', 'orange', 'basil']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-steak-with-garlic-herb-butter-8351429,Air Fryer Steak with Garlic-Herb Butter,"['pepper', 'salt', 'butter', 'salt', 'garlic', 'pepper']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-stuffed-mushrooms-5565420,Air Fryer Stuffed Mushrooms,"['bread', 'mint', 'garlic', 'olive oil', 'oil', 'olive', 'pepper', 'salt', 'mushroom']"
//www.foodnetwork.com/recipes/katie-lee/air-fryer-sweet-and-spicy-french-fries-7493312,Air Fryer Sweet and Spicy French Fries,"['potato', 'potato', 'sweet potato', 'vegetable oil', 'oil', 'garlic', 'salt']"
//www.foodnetwork.com/recipes/air-fryer-smores-9960348,Air Fryer S�mores,"['ham', 'honey', 'chocolate', 'milk']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-teriyaki-salmon-fillets-with-broccoli-5277868,Air Fryer Teriyaki Salmon Fillets with Broccoli,"['broccoli', 'vegetable oil', 'oil', 'pepper', 'salt', 'sauce', 'soy sauce', 'sugar', 'rice', 'vinegar', 'corn', 'eel', 'ginger', 'salmon', 'rice']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-thanksgiving-turkey-5457884,Air Fryer Thanksgiving Turkey,"['salt', 'thyme', 'pepper', 'garlic', 'sugar', 'turkey', 'olive oil', 'oil', 'olive']"
//www.foodnetwork.com/recipes/food-network-kitchen/tostones-9596347,Air Fryer Tostones,"['vegetable oil', 'oil', 'salt', 'salt']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-veggie-chip-medley-8351413,Air Fryer Veggie Chip Medley,"['potato', 'sweet potato', 'potato', 'olive oil', 'oil', 'olive', 'pepper', 'salt']"
//www.foodnetwork.com/recipes/air-fried-pork-chops-1942365,Lighter Fried Pork Chop,"['olive oil', 'oil', 'olive', 'flour', 'pork', 'pepper', 'salt', 'lemon', 'beans', 'spinach']"
//www.foodnetwork.com/recipes/food-network-kitchen/air-fryer-steak-frites-9903842,Air-Fryer Steak Frites,"['pepper', 'salt', 'spray', 'olive oil', 'oil', 'olive', 'white wine', 'vinegar', 'honey', 'mustard', 'thyme', 'mayonnaise']"
//www.foodnetwork.com/recipes/airline-cookie-sheet-cake-5510090,Airline Cookie Sheet Cake,"['spray', 'flour', 'sugar', 'baking soda', 'baking powder', 'salt', 'butter', 'milk', 'oil', 'vanilla', 'egg', 'butter', 'salt', 'sugar', 'vanilla', 'salt', 'coconut']"
//www.foodnetwork.com/recipes/sunny-anderson/airman-andersons-chicken-recipe-2014389,Airman Anderson's Chicken,"['vegetable oil', 'oil', 'chicken', 'egg', 'pepper', 'pepper', 'salt', 'pepper', 'salt', 'flour', 'corn', 'orange', 'orange', 'sugar', 'butter', 'pepper', 'sauce', 'rice', 'vegetable oil', 'rice', 'oil', 'garlic', 'chicken', 'peanut', 'pepper', 'salt']"
//www.foodnetwork.com/recipes/nancy-fuller/airplane-sugar-cookies-with-royal-icing-2646704,Airplane Sugar Cookies with Royal Icing,"['butter', 'salt', 'sugar', 'vanilla', 'salt', 'flour', 'sugar', 'vanilla']"
//www.foodnetwork.com/recipes/aji-de-gallina-chicken-in-a-spicy-sauce-recipe-2118557,Aji de Gallina (Chicken in a Spicy Sauce),"['chicken', 'eel', 'onion', 'eel', 'carrot', 'tomato', 'salt', 'pepper', 'corn', 'bread', 'milk', 'olive oil', 'oil', 'olive', 'onion', 'garlic', 'walnut', 'cheese', 'oil', 'eel', 'potato', 'egg', 'oil']"
//www.foodnetwork.com/recipes/aji-beef-short-ribs-with-golden-herbed-quinoa-nuevo-latino-beef-dishes-recipe-2041929,Aji-Beef Short Ribs with Golden Herbed Quinoa (Nuevo Latino Beef Dishes),"['beef', 'salt', 'pepper', 'olive oil', 'oil', 'olive', 'onion', 'garlic', 'red wine', 'seed', 'olive oil', 'oil', 'olive', 'water', 'oil', 'salt', 'pepper']"
//www.foodnetwork.com/recipes/ajiaco-1923553,Ajiaco,"['oil', 'onion', 'garlic', 'eel', 'pumpkin', 'potato', 'eel', 'corn', 'oyster', 'mushroom', 'pepper', 'salt']"
//www.foodnetwork.com/recipes/ajiaco-criollo-cuban-creole-stew-recipe-2013263,Ajiaco Criollo--Cuban Creole Stew,"['beef', 'pork', 'beef', 'vegetable oil', 'oil', 'eel', 'onion', 'pepper', 'seed', 'eel', 'garlic', 'pepper', 'tomato', 'corn', 'lime']"
//www.foodnetwork.com/recipes/ajiaco-cuban-soup-made-with-beef-pork-and-tropical-vegetables-recipe-1910181,"Ajiaco: Cuban Soup Made with Beef, Pork, and Tropical Vegetables","['beef', 'pork', 'corn', 'potato', 'tomato', 'chicken', 'pork', 'pumpkin', 'pepper', 'salt']"
//www.foodnetwork.com/recipes/food-network-kitchen/ajil-9969128,Ajil,"['seed', 'salt', 'pumpkin', 'almond', 'cashew', 'almond', 'cashew', 'walnut']"
//www.foodnetwork.com/recipes/ajo-blanco-white-garlic-soup-with-grapes-1909947,Ajo Blanco: White Garlic Soup with Grapes,"['bread', 'almond', 'garlic', 'olive oil', 'oil', 'olive', 'vinegar', 'salt', 'water', 'seed', 'grapes']"
//www.foodnetwork.com/recipes/ajo-blanco-white-garlic-soup-with-grapes-recipe-1909947,Ajo Blanco: White Garlic Soup with Grapes,"['bread', 'almond', 'garlic', 'olive oil', 'oil', 'olive', 'vinegar', 'salt', 'water', 'seed', 'grapes']"
//www.foodnetwork.com/recipes/akara-recipe-1945417,Akara,"['onion', 'pepper', 'salt', 'pepper', 'olive oil', 'oil', 'olive', 'tomato', 'pepper']"
//www.foodnetwork.com/recipes/al-frankens-spare-ribs-recipe-1927529,Al Franken's Spare Ribs,"['sauce', 'soy sauce', 'garlic', 'sugar']"
//www.foodnetwork.com/recipes/rachael-ray/al-fredos-popcorn-recipe-1942457,Al Fredo's POPcorn,"['vegetable oil', 'oil', 'corn', 'butter', 'garlic', 'pepper', 'salt']"
//www.foodnetwork.com/recipes/al-pastor-marinated-pork-3084287,Al Pastor Marinated Pork,"['pepper', 'water', 'garlic', 'apple', 'orange', 'vinegar', 'onion', 'oregano', 'thyme', 'pepper', 'salt', 'pork', 'bacon', 'oil', 'apple', 'pineapple']"
//www.foodnetwork.com/recipes/guy-fieri/al-pastor-tacos-with-pineapple-jalapeno-salsa-3541083,Al Pastor Tacos with Pineapple-Jalapeno Salsa,"['apple', 'pineapple', 'orange', 'vinegar', 'salt', 'oregano', 'garlic', 'sauce', 'onion', 'pork', 'oil', 'chicken', 'corn', 'apple', 'pineapple', 'cheese', 'lime', 'apple', 'pineapple', 'onion', 'seed', 'lime', 'salt', 'seed']"
//www.foodnetwork.com/recipes/guy-fieri/al-pastor-tacos-with-roasted-tomatillo-avocado-salsa-2292601,Al Pastor Tacos with Roasted Tomatillo Avocado Salsa,"['orange', 'vinegar', 'garlic', 'salt', 'sauce', 'onion', 'apple', 'pineapple', 'eel', 'pork', 'oregano', 'chicken', 'vegetable oil', 'oil', 'corn', 'lime', 'avocado', 'olive oil', 'oil', 'olive', 'salt', 'eel', 'avocado', 'garlic', 'seed', 'onion', 'lime']"
//www.foodnetwork.com/recipes/al-pastor-inspired-tacos-7511984,Al Pastor-Inspired Tacos,"['honey', 'butter', 'salt', 'salt', 'pepper', 'milk', 'yogurt', 'red wine', 'vinegar', 'mint', 'garlic', 'salt', 'tomato', 'olive oil', 'oil', 'olive', 'pepper', 'salt', 'onion', 'apple', 'vinegar', 'salt', 'sugar', 'onion', 'beef', 'lamb', 'salt', 'flour', 'mint']"
//www.foodnetwork.com/recipes/als-breakfast-french-toast-batter-recipe-2118684,Al's Breakfast French Toast Batter,"['egg', 'salt', 'sugar', 'vanilla', 'almond', 'bread']"
//www.foodnetwork.com/recipes/als-rub-recipe-1955149,Al's Rub,"['sugar', 'pepper', 'salt', 'spice']"
//www.foodnetwork.com/recipes/als-rub-recipe0-2203506,Al's Rub,"['sugar', 'pepper', 'salt', 'spice']"
//www.foodnetwork.com/recipes/al-tamar-al-mahshi-stuffed-dates-recipe-1927630,Al-Tamar-al-Mahshi (Stuffed Dates),"['sugar', 'water', 'water', 'almond', 'sugar', 'water']"
//www.foodnetwork.com/recipes/alabama-chicken-sandwich-5438155,Alabama Chicken Sandwich,"['butter', 'chicken', 'sauce', 'garlic', 'pickle', 'salt', 'pepper', 'pepper', 'garlic', 'onion', 'chicken', 'mayonnaise', 'pepper', 'sauce', 'sugar', 'garlic', 'pepper', 'cabbage', 'cabbage', 'carrot', 'mayonnaise', 'apple', 'vinegar', 'pepper', 'salt', 'sugar', 'pepper']"
//www.foodnetwork.com/recipes/jeff-mauro/alabama-white-bbq-chicken-sandwich-11342795,Alabama White BBQ Chicken Sandwich,"['chicken', 'mayonnaise', 'apple', 'vinegar', 'mustard', 'pepper', 'salt', 'cabbage', 'salt', 'celery', 'sugar', 'sauce', 'pear', 'pickle', 'carrot', 'butter', 'salt', 'bread']"
//www.foodnetwork.com/recipes/alaska-cod-acqua-pazza-recipe-2111715,Alaska Cod Acqua Pazza,"['salt', 'pepper', 'lemon', 'oil', 'olive', 'zucchini', 'garlic', 'pepper', 'tomato', 'tomato']"
//www.foodnetwork.com/recipes/alaska-pollock-a-la-plancha-recipe-2126438,Alaska Pollock a la Plancha,"['salt', 'pepper', 'pepper', 'oil', 'olive', 'lemon', 'pear', 'onion', 'potato', 'tomato', 'oil', 'olive', 'bread']"
//www.foodnetwork.com/recipes/alaska-salmon-burgers-with-rhubarb-chutney-3416530,Alaska Salmon Burgers with Rhubarb Chutney,"['salmon', 'onion', 'sauce', 'soy sauce', 'oil', 'garlic', 'lime', 'pepper', 'salt', 'seed', 'grapes', 'oil', 'ham', 'lettuce', 'onion', 'pickle', 'cherries', 'sugar', 'blueberries', 'pepper', 'onion', 'eel', 'ginger', 'garlic', 'honey', 'red wine', 'vinegar']"
//www.foodnetwork.com/recipes/alaska-sockeye-salmon-with-herbs-and-garlic-recipe-2121339,Alaska Sockeye Salmon with Herbs and Garlic,"['salmon', 'spray', 'salt', 'pepper', 'white wine', 'olive oil', 'butter', 'oil', 'olive', 'garlic']"
//www.foodnetwork.com/recipes/alaskan-black-cod-with-acacia-hone-recipe-1939102,Alaskan Black Cod with Acacia Honey,"['honey', 'seed', 'oil', 'sauce', 'soy sauce', 'white wine', 'vinegar', 'spinach', 'garlic', 'butter', 'pepper', 'salt']"
//www.foodnetwork.com/recipes/alaskan-cod-misoyaki-fish-burger-7251019,Alaskan Cod Misoyaki Fish Burger,"['sugar', 'sugar', 'rice', 'vinegar', 'salt', 'ginger', 'pickle']"
//www.foodnetwork.com/recipes/alaskan-halibut-salmon-and-crab-roulade-recipe-2014052,"Alaskan Halibut, Salmon and Crab Roulade","['salmon', 'crab', 'cheese', 'shallot', 'garlic', 'thyme', 'olive oil', 'oil', 'olive', 'butter', 'mushroom', 'pepper', 'salt']"
//www.foodnetwork.com/recipes/robert-irvine/alaskan-king-crab-tempura-recipe-1937221,Alaskan King Crab Tempura,"['apple', 'vinegar', 'seed', 'mustard', 'pepper', 'corn', 'salt', 'crab', 'orange', 'sauce', 'soy sauce', 'sauce', 'rice', 'vinegar', 'tomato', 'pepper', 'seed', 'eel', 'ginger', 'honey', 'flour', 'corn', 'baking powder', 'pepper', 'salt', 'oil']"
//www.foodnetwork.com/recipes/alaskan-scallops-and-striped-shrimp-in-savignon-blanc-and-tarragon-recipe-2047645,Alaskan Scallops and Striped Shrimp in Savignon Blanc and Tarragon,"['water', 'celery', 'butter', 'salt', 'flour', 'scallop', 'shrimp', 'butter', 'salt', 'shallot', 'garlic', 'lemon', 'salt', 'pepper']"
//www.foodnetwork.com/recipes/food-network-kitchen/alaskan-smoked-salmon-dip-5195752,Alaskan Smoked Salmon Dip,"['cheese', 'sour cream', 'sauce', 'lemon', 'garlic', 'pepper', 'salt', 'salmon', 'carrot', 'celery', 'cucumber']"
//www.foodnetwork.com/recipes/albacore-tartare-with-carrots-garlic-and-pomegranate-recipe-1957901,"Albacore Tartare with Carrots, Garlic, and Pomegranate","['eel', 'carrot', 'carrot', 'olive oil', 'oil', 'garlic', 'olive', 'pepper', 'salt', 'carrot', 'orange', 'garlic', 'carrot', 'carrot', 'seed', 'sauce', 'soy sauce', 'oil', 'garlic']"
//www.foodnetwork.com/recipes/albacore-tuna-burgers-recipe-1938341,Albacore Tuna Burgers,"['tuna', 'lemon', 'onion', 'bread', 'egg', 'pepper', 'salt', 'vegetable oil', 'oil']"
//www.foodnetwork.com/recipes/geoffrey-zakarian/albacore-tuna-with-celery-and-walnuts-2684064,Albacore Tuna with Celery and Walnuts,"['tuna', 'celery', 'walnut', 'olive oil', 'oil', 'olive', 'red wine', 'vinegar', 'olive', 'lemon', 'pepper', 'salt', 'butter']"
//www.foodnetwork.com/recipes/albonbigas-reception-meat-ball-stew-recipe-1911001,Albonbigas: Reception Meat Ball Stew,"['beef', 'egg', 'water', 'salt', 'pepper', 'red wine', 'vinegar', 'flour', 'chicken', 'seed', 'eel', 'tomato', 'sauce', 'tomato', 'garlic', 'mint']"
//www.foodnetwork.com/recipes/albondigas-5400385,Albondigas,"['beef', 'pork', 'onion', 'bread', 'tomato', 'oregano', 'salt', 'garlic', 'pepper', 'egg', ':', 'tomato', 'apple', 'vinegar', 'garlic', 'pepper', 'salt', 'olive oil', 'oil', 'olive']"
//www.foodnetwork.com/recipes/albondigas-estilo-mama-meatballs-like-mama-makes-recipe-1915361,Albondigas Estilo Mama Meatballs Like Mama Makes,"['water', 'beef', 'garlic', 'vegetable oil', 'oil', 'garlic', 'flour', 'beef', 'chicken', 'sauce', 'eel', 'tomato', 'eel', 'mint']"
//www.foodnetwork.com/recipes/aaron-sanchez/albondigas-tacos-4664337,Albondigas Tacos,"['garlic', 'tomato', 'olive oil', 'oil', 'olive', 'salt', 'onion', 'pepper', 'sauce', 'beef', 'chicken', 'butter', 'salt', 'pepper', 'carrot', 'sauce', 'sauce', 'egg', 'cheese', 'beef', 'bread', 'flour', 'corn', 'pepper', 'salt', 'flour', 'cheese', 'mayonnaise', 'onion', 'pickle']"
//www.foodnetwork.com/recipes/albondigas-in-chipotle-tomato-sauce-recipe-2103787,Albondigas in Chipotle Tomato Sauce,"['pork', 'egg', 'bread', 'garlic', 'onion', 'oregano', 'salt', 'pepper', 'spice', 'sauce', 'tomato', 'sauce', 'tomato', 'sauce', 'onion', 'garlic', 'oregano', 'chocolate', 'pepper', 'salt']"
//www.foodnetwork.com/recipes/alcapurias-recipe-2014240,Alcapurias,"['olive oil', 'oil', 'olive', 'seed', 'eel', 'eel', 'salt', 'beef', ':', 'garlic', 'onion', 'oregano', 'beef', 'oil']"
